resample_id,lift_pp
0,0.8308844698776439
1,0.7665884402595614
2,0.7070747445817958
3,0.8071498636982686
4,0.7444479554329472
5,0.7228388268217728
6,0.8360211190996663
7,0.9291883363537232
8,0.8030760925559395
9,0.6509264756036252
10,0.9910046408873222
11,0.8385007839482175
12,0.7230159204619477
13,0.7853636565059021
14,0.6592512621182884
15,0.8372609628181791
16,0.7290381282387435
17,0.8025446083391439
18,0.7692452740432028
19,0.7915630106293134
20,0.7889060789622828
21,0.6799748321746895
22,0.7641087001160951
23,0.7332891737290438
24,0.5972578112380735
25,0.6512807682968562
26,0.7217760767434349
27,0.6202839675618337
28,0.6666904599602126
29,0.9222805022567306
30,0.8429288703722525
31,0.7832381563492266
32,0.7740276757489429
33,0.7995335270392204
34,0.8778224013158694
35,0.7986478480125834
36,0.9254686771968289
37,1.022355568666763
38,0.8641838117030766
39,0.7352374823621548
40,0.6932590989762853
41,0.6537604180864246
42,0.8004191533594169
43,0.7506473246153413
44,0.8108694701487222
45,0.758086454691842
46,0.7786328784016274
47,0.7511786582423071
48,0.7835923586885597
49,0.8427517767320771
50,0.8978373408088592
51,0.8779994648380786
52,0.5738774977519293
53,0.6464983590616245
54,0.7088459896926979
55,0.7127427424897668
56,0.7221303619071747
57,0.7819982674537648
58,0.7302780472521715
59,0.78500940898962
60,0.7194735205940418
61,0.8048472623719265
62,0.6925506190027041
63,0.8512537171228476
64,0.701406844557214
65,0.6588970146020063
66,0.7961682283409808
67,0.8981915732661584
68,0.8409805617391412
69,0.7354145760023301
70,0.9899419133974592
71,0.6307343671755453
72,0.7943969681710957
73,0.8356668489949096
74,0.8656008092976962
75,0.7752675721738964
76,0.7118570935810957
77,0.7148682727644083
78,0.7786328934606103
79,0.7894374577661973
80,0.7077832847913089
81,0.8176001503696076
82,0.8076813177970981
83,0.6767865744101844
84,0.7975851958176347
85,0.7541897771896878
86,0.7662342078022623
87,0.902619719926125
88,0.738071485080886
89,0.693790492839183
90,0.8703831357085218
91,0.6652735226015248
92,0.9098817714214336
93,0.9281256013343682
94,0.7598577750976588
95,0.8827818138373782
96,0.7086689336999803
97,0.7010525669229661
98,0.7051264284191932
99,0.7214217915796954
100,0.740551232753844
101,0.8909294991823753
102,0.8730399996101291
103,0.7035322920074493
104,0.7975852108766178
105,0.7768617085856404
106,0.7912087028770994
107,0.7795184294269092
108,0.7313407747420348
109,0.754189762130705
110,0.8494825247183861
111,0.708314625947766
112,0.7566694872151881
113,0.642424542742346
114,0.7322263107083334
115,0.7855407501460774
116,0.7729649557885712
117,0.7244329331155507
118,0.5705121764652155
119,0.9213949211134828
120,0.6167415375759617
121,0.8213197718790443
122,0.6884767650359682
123,0.6755466328082823
124,0.7492303646681787
125,0.7499388672302345
126,0.6415388787746921
127,0.7919172204981382
128,0.8055557724634735
129,0.7979394207454422
130,0.7683597456063954
131,0.6176271187192096
132,0.8928778755809098
133,0.7630459575672488
134,0.7485217792817168
135,0.7885518163870175
136,0.6847571962329723
137,0.8137035105149109
138,0.7795185423692816
139,0.8048472924898922
140,0.7674741343451814
141,0.7492302441963149
142,0.7952825643733265
143,0.8133492178216798
144,0.7951054330856941
145,0.7940426679483734
146,0.7067205573014456
147,0.6718270640052864
148,0.7391342878656643
149,0.7912086501706592
150,0.7781015297156788
151,0.7488760493864735
152,0.7912086953476078
153,0.7373630352252709
154,0.8190171178462615
155,0.8847302805898106
156,0.7030008680265855
157,0.7802270675198116
158,0.8597557403380245
159,0.7517100219872387
160,0.7605661647173422
161,0.8721543657604407
162,0.8250394310359381
163,0.8964203733322053
164,0.7440937380346309
165,0.7345290701539969
166,0.6558859408315746
167,0.6822773431471338
168,0.7097316235423861
169,0.638527759827311
170,0.7527728021835424
171,0.7063663097851635
172,0.733466282428202
173,0.6766093828866202
174,0.7697767130830493
175,0.7331119822054792
176,0.884375965308105
177,0.8523165123781345
178,0.7533041132220336
179,0.7483447308184905
180,0.8726857295053726
181,0.5818481045157343
182,0.7005211655305769
183,0.8239766960165835
184,0.8517851411037114
185,0.7502929792156696
186,0.8749883985971381
187,0.8636524931350937
188,0.7348833402587536
189,0.735060328486048
190,0.7093774362620358
191,0.6287859230115874
192,0.660491113366293
193,0.5650213173743683
194,0.9047452200828004
195,0.7090230532149071
196,0.8335413940151831
197,0.7540126609610385
198,0.9408785495679816
199,0.6565944358641388
200,0.7750904107682977
201,0.8588700537818961
202,0.7582636311564237
203,0.7224845717759991
204,0.6519892030934886
205,0.6716500230715516
206,0.805201532476683
207,0.8450543328814706
208,0.6787349583382105
209,0.8608184753573795
210,0.8732171308977614
211,0.6991042733488381
212,0.7579093911696329
213,0.8331870636744947
214,0.6826316810173136
215,0.8898668394579354
216,0.5683866537200655
217,0.7270897894876664
218,0.7779243833690632
219,0.744270846733789
220,0.8335413413087425
221,0.7076061384446934
222,0.8152974812778422
223,0.9697497748514132
224,0.8595785714029348
225,0.7157538463781646
226,0.8193714105394927
227,0.7432080815964682
228,0.6879454088205283
229,0.7782786986507688
230,0.770662324344263
231,0.8457629182679328
232,0.8673720468791067
233,0.698041493152534
234,0.7359459698652278
235,0.9261772550537999
236,0.7951053803792536
237,0.9897648348162669
238,0.8264563985125921
239,0.6431330001274528
240,0.8999629087309582
241,0.7189420740247036
242,0.6293173244039764
243,0.904568103854151
244,0.7067205121244966
245,0.7205362104364476
246,0.9095275615526088
247,0.615501543267619
248,0.6461440889568678
249,0.7449792664714381
250,0.6987498601837429
251,0.7981166122690068
252,0.7858950353098169
253,0.7715479356054766
254,0.6794434458412834
255,0.8620583341348752
256,0.7200048768094821
257,0.621523833868821
258,0.8794165000801556
259,0.6953845614855035
260,0.8319472350149647
261,0.7713707892588615
262,0.6234722177968471
263,0.6893623762971822
264,0.7407283640414764
265,0.6927276975838961
266,0.8880955868175416
267,0.631442809501669
268,0.7869577251522226
269,0.7446250716615966
270,0.6787349658677021
271,0.9070478967040576
272,0.615324509863376
273,0.6782035720048044
274,0.8383237354849915
275,0.7866034926949237
276,0.5427036410241896
277,0.7587949798423723
278,0.632859792037306
279,0.6859970248925022
280,0.7839466062048418
281,0.7910315791189584
282,0.8273419570673655
283,0.8145890238927354
284,0.7827067775453118
285,0.7481675543539092
286,0.9159040544931444
287,0.8287589621914768
288,0.8478884410130828
289,0.7961681304575915
290,0.7150453889930581
291,0.7678283818614635
292,0.6365794361352172
293,0.8873870616670116
294,0.7901459151513042
295,0.7798727823560722
296,0.579191240614127
297,0.7276211758210728
298,0.8539105584359805
299,0.8592242787097036
300,0.8742799035645739
301,0.8386779378243246
302,0.8370838541190213
303,0.917143883152674
304,0.7651714577239246
305,0.6831629995852965
306,0.7192963290704772
307,0.6585427821447075
308,0.8013048474450373
309,0.8572760077240498
310,0.7490531430266484
311,0.7796956134209821
312,0.7116800300588866
313,0.6073539106290625
314,0.7309865724027018
315,0.5379213146133641
316,0.6578342795826517
317,0.7843008988980729
318,0.8886269355034903
319,0.7120342098097452
320,0.7745590470233661
321,0.8191942114864366
322,0.8237995571994592
323,0.8648923217946237
324,0.8664864280884015
325,0.7614518663324539
326,0.9128929506047465
327,0.7309865498142273
328,0.6921963790159136
329,0.7138055076270876
330,0.6700558866598076
331,0.7187649954435115
332,0.8241537670682839
333,0.8390321928700983
334,0.715399576273408
335,0.8441688722100864
336,0.8771139062833052
337,0.7338205148855008
338,0.8101609224097174
339,0.8710916909770179
340,0.793865619485147
341,0.7708394706908785
342,0.7285067720233036
343,0.8025446384571095
344,0.7290381432977268
345,0.7518871608043626
346,0.6797977385345145
347,0.8386779905307652
348,0.8055558251699142
349,0.6921963790159136
350,0.8271649311926137
351,0.7573779822477523
352,0.6998127232044533
353,0.6746610893124918
354,0.7846551238258805
355,0.7874890964266458
356,0.7127427650782413
357,0.7708394556318956
358,0.8066185074828283
359,0.7129198286004504
360,0.7024696096945348
361,0.7835923059821195
362,0.7628688865155484
363,0.8555047927311137
364,0.8269877697870153
365,0.796876708314562
366,0.7958139356477496
367,0.8213197191726036
368,0.7616290729150013
369,0.6068225845315883
370,0.6709414979210213
371,0.7325805657541071
372,0.7348832724933304
373,0.8342498815182557
374,0.8296446111001481
375,1.022709846301011
376,0.7727878395599217
377,0.6741296653316284
378,0.8648922916766576
379,0.8402720817655602
380,0.775798920859845
381,0.6240035664827958
382,0.773850597167751
383,0.768536801599113
384,0.8746341360218728
385,0.7855406748511623
386,0.7421453465771135
387,0.8436373879932911
388,0.8670178445397737
389,0.7703080391805235
390,0.6565944509231216
391,0.7038865094057652
392,0.7244329105270761
393,0.7370088027679716
394,0.724787150513867
395,0.8601099727953236
396,0.7816440124079911
397,0.800064935961101
398,0.8457629032089495
399,0.7827067549568374
400,0.7979394207454422
401,0.8570988387889601
402,0.8627667538725247
403,0.8953576684308163
404,0.7499388371122684
405,0.8510766385416556
406,0.6495094855384967
407,0.5784827305225799
408,0.7701309681288228
409,0.6842257571931256
410,0.6737754102858546
411,0.7412598106108146
412,0.8292903711133572
413,0.7518872135108032
414,0.7478133595440674
415,0.8482425981754669
416,0.7731421171941696
417,0.7442708542632805
418,0.610542236158991
419,0.5965493613824584
420,0.8025446610455841
421,0.6312656857435279
422,0.8385008140661836
423,0.8951805672611498
424,0.5749401725353525
425,0.7938655818376896
426,0.7332891059636203
427,0.6937905229571488
428,0.7717250970110754
429,0.7963453746875963
430,0.7648172553845912
431,0.5797225064756693
432,0.8257478808915534
433,0.9275942375894366
434,0.5818480518092938
435,0.7873120027864708
436,0.9396386456135365
437,0.8059100726861963
438,0.8237995120225102
439,0.8563903588153787
440,0.8811876849551259
441,0.6372878634023579
442,0.5837964884437604
443,0.8815419701188654
444,0.6762551805472867
445,0.5669696561254455
446,0.8043159362744523
447,0.7518871156274136
448,0.7586179389086376
449,0.8889812281967214
450,0.7843008160736665
451,0.7130969147111341
452,0.8176001729580822
453,0.8202571196840959
454,0.8447000778356969
455,0.8429289155492015
456,0.848065504535292
457,0.7984707844903741
458,0.6797976933575655
459,0.7231930893970377
460,0.690602280251627
461,0.7589720810120388
462,0.8069726797041956
463,0.8204341304998645
464,0.8335413413087425
465,0.7320492095386668
466,0.9821484153328123
467,0.6539375644330402
468,0.8165374379387271
469,0.6270147230776343
470,0.7428537964327288
471,0.6534062232765827
472,0.5852134408614311
473,0.7997107110332934
474,0.8532021085803653
475,0.905985056271822
476,0.8868557054515714
477,0.7122113335678862
478,0.7749133171281227
479,0.7067204970655137
480,0.6932590914467938
481,0.8259250950035925
482,0.885792977961708
483,0.6985727364256018
484,0.5866303932791022
485,0.8252165246761132
486,0.6815689158799928
487,0.9288340813079495
488,0.8284047673816353
489,0.9224576335443633
490,0.7210676193583284
491,0.8188400091471034
492,0.7752675269969475
493,0.8160060591348127
494,0.840449190464718
495,0.6206383355499799
496,0.7701309681288228
497,0.7671198717699165
498,0.9515059901154276
499,0.7671198717699165
500,0.8496596258880527
501,0.7207133116061141
502,0.855858964952481
503,0.8507223910253735
504,0.634808145847366
505,0.6450813765259876
506,0.6844028809512668
507,0.6985728418384827
508,0.644018618918158
509,0.8266335072117502
510,0.635162318068733
511,0.7974080645300023
512,0.9412327970842637
513,0.6723585181041158
514,0.7440937305051396
515,0.6208154141311719
516,0.7648171951486593
517,0.7510015646021319
518,0.6925506340616869
519,0.7974081021774597
520,0.7695996043838912
